These cols are required for the NL stats import. ,,,,,,,,,,
"=> the RNC_BSC and NCELL_RNC_BSC are optional, if they are included, their text is concatenated to the start of the cell ids",,,,,,,,,,
"=> the CELL, NCELL, LAYER, NCELL_LAYER are all required.",,,,,,,,,,
"=> the stats can be raw (in which case they will be converted to % of total atts per cell), or pre-processed (assumed to be already in the % atts of total cell atts).  Note: the atts can be mr reports or counter attempts or whatever.",,,,,,,,,,
"=> is nbr, action, nl_size_new, dist are optional, click use if you have the data => these are good to have as they will be shown in the review dialog",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
RNC_BSC,CELL,LAYER,NCELL_RNC_BSC,NCELL,NCELL_LAYER,STATS,IS_NBR,ACTION,NL_SIZE_NEW,DIST_KM
,211129_3,LTE_F1,,210670_2,LTE_F1,4064,Y,,,4.419
,211129_3,LTE_F1,,211128_3,LTE_F1,2155,Y,,,8.961
,211129_1,LTE_F1,,211116_1,LTE_F1,7347,Y,,,1.33
,211129_3,LTE_F1,,218514_3,LTE_F1,1219,Y,,,2.404
,211129_1,LTE_F1,,216878_3,LTE_F1,8327,Y,,,2.338
,211129_1,LTE_F1,,218511_1,LTE_F1,7353,Y,,,5.497
,211129_2,LTE_F1,,218511_2,LTE_F1,4751,Y,,,0.909
,211129_2,LTE_F1,,211091_2,LTE_F1,6440,Y,,,0.014
,211129_1,LTE_F1,,211117_1,LTE_F1,2108,Y,,,7.547
,211129_2,LTE_F1,,219031_2,LTE_F1,8161,Y,,,8.883
,211129_2,LTE_F1,,211447_2,LTE_F1,8526,Y,,,2.955
,211129_3,LTE_F1,,216882_2,LTE_F1,8013,Y,,,8.929
,211129_3,LTE_F1,,211095_3,LTE_F1,67,Y,,,3.386
,211129_1,LTE_F1,,218495_1,LTE_F1,307,Y,,,6.567
,211129_2,LTE_F1,,291140_2,LTE_F1,6705,Y,,,8.2
,211129_1,LTE_F1,,218511_3,LTE_F1,6216,Y,,,8.601
,211129_3,LTE_F1,,211446_2,LTE_F1,8782,Y,,,3.574
,211129_2,LTE_F1,,218486_2,LTE_F1,9784,Y,,,0.497
,211129_3,LTE_F1,,211446_1,LTE_F1,4026,Y,,,7.804
,211129_1,LTE_F1,,214339_2,LTE_F1,857,Y,,,7.457
,211129_1,LTE_F1,,218270_3,LTE_F1,9904,Y,,,0.143
,211129_2,LTE_F1,,211113_2,LTE_F1,2296,Y,,,6.659
,211129_3,LTE_F1,,211111_2,LTE_F1,3705,Y,,,8.49
,211129_3,LTE_F1,,211129_2,LTE_F1,2492,Y,,,3.404
,211129_2,LTE_F1,,218499_2,LTE_F1,7486,Y,,,0.101
,211129_2,LTE_F1,,210007_3,LTE_F1,6796,Y,,,3.557
,211129_3,LTE_F1,,216909_3,LTE_F1,8529,Y,,,0.34
,211129_1,LTE_F1,,211094_3,LTE_F1,9755,Y,,,4.307
,211129_3,LTE_F1,,211094_3,LTE_F1,6202,Y,,,3.145
,211129_1,LTE_F1,,210007_1,LTE_F1,516,Y,,,8.01
,211129_2,LTE_F1,,218498_1,LTE_F1,1917,Y,,,9.803
,211129_1,LTE_F1,,211107_3,LTE_F1,6664,Y,,,4.604
,211129_1,LTE_F1,,211102_1,LTE_F1,6253,Y,,,0.363
,211129_3,LTE_F1,,211473_2,LTE_F1,2563,Y,,,1.927
,211129_3,LTE_F1,,218242_3,LTE_F1,672,Y,,,4.528
,211129_3,LTE_F1,,212338_2,LTE_F1,7356,Y,,,0.192
,211129_1,LTE_F1,,219031_3,LTE_F1,4670,Y,,,9.494
,211129_2,LTE_F1,,212338_2,LTE_F1,8932,Y,,,1.881
,211129_1,LTE_F1,,291140_2,LTE_F1,5310,Y,,,8.634
,211129_1,LTE_F1,,218276_1,LTE_F1,5760,Y,,,0.405
,211129_3,LTE_F1,,211124_3,LTE_F1,1187,Y,,,9.927
,211129_1,LTE_F1,,211446_1,LTE_F1,1438,Y,,,3.835
,211129_2,LTE_F1,,210007_1,LTE_F1,8559,Y,,,7.576
,211129_3,LTE_F1,,211463_3,LTE_F1,8407,Y,,,1.365
,211129_2,LTE_F1,,211083_1,LTE_F1,4003,Y,,,3.193
,211129_1,LTE_F1,,211473_2,LTE_F1,842,Y,,,8.208
,211129_1,LTE_F1,,211115_3,LTE_F1,5015,Y,,,8.717
,211129_1,LTE_F1,,218270_1,LTE_F1,6269,Y,,,9.097
,211129_1,LTE_F1,,211111_2,LTE_F1,9913,Y,,,5.923
,211129_3,LTE_F1,,211089_3,LTE_F1,7086,Y,,,8.791
,211129_1,LTE_F1,,211131_1,LTE_F1,5868,Y,,,6.899
,211129_2,LTE_F1,,210681_3,LTE_F1,6756,Y,,,3.942
,211129_2,LTE_F1,,211102_3,LTE_F1,5886,Y,,,7.036
,211129_1,LTE_F1,,291140_1,LTE_F1,5623,Y,,,4.039
,211129_1,LTE_F1,,211133_3,LTE_F1,6592,Y,,,8.466
,211129_2,LTE_F1,,218514_3,LTE_F1,9168,Y,,,8.434
,211129_3,LTE_F1,,211131_2,LTE_F1,8816,Y,,,8.225
,211129_1,LTE_F1,,218489_1,LTE_F1,3458,Y,,,8.158
,211129_1,LTE_F1,,211500_1,LTE_F1,3408,Y,,,4.443
,211129_1,LTE_F1,,215603_1,LTE_F1,1320,Y,,,6.582
,211129_3,LTE_F1,,211111_3,LTE_F1,8333,Y,,,4.704
,211129_3,LTE_F1,,218499_3,LTE_F1,2810,Y,,,1.893
,211129_1,LTE_F1,,218499_2,LTE_F1,8067,Y,,,3.066
,211129_1,LTE_F1,,210670_2,LTE_F1,8131,Y,,,2.338
,211129_3,LTE_F1,,215603_3,LTE_F1,3939,Y,,,9.139
,211129_3,LTE_F1,,211446_3,LTE_F1,8718,Y,,,4.642
,211129_3,LTE_F1,,211130_3,LTE_F1,4776,Y,,,8.116
,211129_3,LTE_F1,,218497_3,LTE_F1,9296,Y,,,3.239
,211129_1,LTE_F1,,211124_2,LTE_F1,1373,Y,,,5.577
,211129_2,LTE_F1,,211111_2,LTE_F1,5603,Y,,,9.416
,211129_3,LTE_F1,,216879_3,LTE_F1,6327,Y,,,2.922
,211129_2,LTE_F1,,216881_2,LTE_F1,1485,Y,,,0.672
,211129_2,LTE_F1,,216879_3,LTE_F1,4709,Y,,,3.86
,211129_2,LTE_F1,,218484_2,LTE_F1,8761,Y,,,9.294
,211129_3,LTE_F1,,218484_2,LTE_F1,6648,Y,,,1.499
,211129_2,LTE_F1,,211446_2,LTE_F1,5779,Y,,,3.625
,211129_2,LTE_F1,,211139_2,LTE_F1,9205,Y,,,3.964
,211129_3,LTE_F1,,211473_3,LTE_F1,7440,Y,,,9.866
,211129_3,LTE_F1,,211113_3,LTE_F1,3685,Y,,,7.877
,211129_3,LTE_F1,,211132_3,LTE_F1,2723,Y,,,7.712
,211129_3,LTE_F1,,211124_2,LTE_F1,9796,Y,,,8.622
,211129_2,LTE_F1,,214339_1,LTE_F1,3298,Y,,,8.507
,211129_3,LTE_F1,,211447_1,LTE_F1,7792,Y,,,1.619
,211129_3,LTE_F1,,218488_2,LTE_F1,7000,Y,,,1.862
,211129_3,LTE_F1,,210670_3,LTE_F1,4543,Y,,,7.346
,211129_2,LTE_F1,,218488_2,LTE_F1,8861,Y,,,6.193
,211129_2,LTE_F1,,211849_3,LTE_F1,5584,Y,,,4.969
,211129_3,LTE_F1,,218494_3,LTE_F1,1634,Y,,,3.582
,211129_2,LTE_F1,,211094_1,LTE_F1,9091,Y,,,9.123
,211129_2,LTE_F1,,211128_3,LTE_F1,4600,Y,,,0.267
,211129_2,LTE_F1,,218263_1,LTE_F1,5280,Y,,,0.877
,211129_2,LTE_F1,,216883_3,LTE_F1,6290,Y,,,5.9
,211129_2,LTE_F1,,211445_2,LTE_F1,5414,Y,,,6.661
,211129_2,LTE_F1,,211487_2,LTE_F1,1747,Y,,,1.807
,211129_2,LTE_F1,,211114_3,LTE_F1,1502,Y,,,6.179
,211129_2,LTE_F1,,218554_3,LTE_F1,5877,Y,,,9.162
,211130_1,LTE_F1,,211130_2,LTE_F1,2675,Y,,,5.598
,211130_1,LTE_F1,,211130_3,LTE_F1,5424,Y,,,9.51
,211130_2,LTE_F1,,211130_1,LTE_F1,1501,Y,,,2.252
,211130_2,LTE_F1,,211130_3,LTE_F1,4700,Y,,,9.689
,211130_3,LTE_F1,,211130_1,LTE_F1,7715,Y,,,9.387
,211130_3,LTE_F1,,211130_2,LTE_F1,3591,Y,,,0.546
,211130_1,LTE_F1,,218484_3,LTE_F1,4588,Y,,,1.249
,211130_1,LTE_F1,,211113_3,LTE_F1,9424,Y,,,9.806
,211130_1,LTE_F1,,211111_2,LTE_F1,6615,Y,,,1.26
,211130_1,LTE_F1,,218486_3,LTE_F1,6968,Y,,,8.059
,211130_1,LTE_F1,,211113_2,LTE_F1,9074,Y,,,0.102
,211130_1,LTE_F1,,210670_2,LTE_F1,8717,Y,,,2.61
,211130_1,LTE_F1,,210670_1,LTE_F1,6855,Y,,,4.59
,211130_2,LTE_F1,,218267_1,LTE_F1,3209,Y,,,8.565
,211130_1,LTE_F1,,211139_3,LTE_F1,5528,Y,,,7.387
,211130_1,LTE_F1,,218485_3,LTE_F1,4390,Y,,,1.997
,211130_1,LTE_F1,,218267_1,LTE_F1,9510,Y,,,2.678
,211130_1,LTE_F1,,211111_1,LTE_F1,5895,Y,,,2.15
,211130_2,LTE_F1,,218484_2,LTE_F1,5020,Y,,,1.774
,211130_1,LTE_F1,,218276_2,LTE_F1,441,Y,,,7.492
,211130_2,LTE_F1,,215603_3,LTE_F1,2321,Y,,,6.012
,211130_1,LTE_F1,,211113_1,LTE_F1,5169,Y,,,0.745
,211130_1,LTE_F1,,211128_3,LTE_F1,4048,Y,,,1.134
,211130_1,LTE_F1,,211086_3,LTE_F1,9985,Y,,,9.183
,211130_1,LTE_F1,,211091_3,LTE_F1,5037,Y,,,4.141
,211130_1,LTE_F1,,218553_1,LTE_F1,2656,Y,,,0.422
,211130_1,LTE_F1,,211139_2,LTE_F1,1649,Y,,,5.248
,211130_2,LTE_F1,,216882_2,LTE_F1,700,Y,,,3.931
,211130_3,LTE_F1,,218499_3,LTE_F1,8186,Y,,,3.158
,211130_2,LTE_F1,,211447_1,LTE_F1,8949,Y,,,2.195
,211130_2,LTE_F1,,218486_3,LTE_F1,2878,Y,,,6.167
,211130_2,LTE_F1,,218270_3,LTE_F1,5849,Y,,,3.173
,211130_1,LTE_F1,,211131_3,LTE_F1,5065,Y,,,8.166
,211130_2,LTE_F1,,211089_1,LTE_F1,1689,Y,,,7.904
,211130_1,LTE_F1,,219031_3,LTE_F1,1222,Y,,,1.024
,211130_3,LTE_F1,,211473_3,LTE_F1,2663,Y,,,8.655
,211130_3,LTE_F1,,211446_1,LTE_F1,7594,Y,,,5.386
,211130_2,LTE_F1,,211113_2,LTE_F1,2001,Y,,,1.934
,211130_3,LTE_F1,,218486_2,LTE_F1,1920,Y,,,7.931
,211130_2,LTE_F1,,218498_1,LTE_F1,1487,Y,,,1.982
,211130_3,LTE_F1,,216882_2,LTE_F1,3775,Y,,,2.599
,211130_3,LTE_F1,,218495_3,LTE_F1,86,Y,,,6.507
,211130_2,LTE_F1,,211111_2,LTE_F1,2847,Y,,,2.743
,211130_3,LTE_F1,,211119_3,LTE_F1,8405,Y,,,1.727
,211130_2,LTE_F1,,211458_3,LTE_F1,2820,Y,,,5.789
,211130_3,LTE_F1,,211129_3,LTE_F1,4629,Y,,,0.13
,211130_1,LTE_F1,,211092_2,LTE_F1,6892,Y,,,1.211
,211130_3,LTE_F1,,212338_2,LTE_F1,8050,Y,,,8.65
,211130_3,LTE_F1,,215603_3,LTE_F1,2015,Y,,,7.512
,211130_2,LTE_F1,,210670_2,LTE_F1,3601,Y,,,3.284
,211130_3,LTE_F1,,210670_2,LTE_F1,370,Y,,,3.974
,211130_3,LTE_F1,,211447_1,LTE_F1,7081,Y,,,3.431
,211130_3,LTE_F1,,211111_2,LTE_F1,1535,Y,,,4.308
,211130_3,LTE_F1,,210670_1,LTE_F1,4386,Y,,,1.303
,211130_3,LTE_F1,,218514_3,LTE_F1,7644,Y,,,3.424
,211130_3,LTE_F1,,211089_1,LTE_F1,583,Y,,,5.701
,211130_3,LTE_F1,,211089_2,LTE_F1,1097,Y,,,1.461
,211130_1,LTE_F1,,218495_3,LTE_F1,1473,Y,,,8.009
,211130_3,LTE_F1,,211086_3,LTE_F1,8581,Y,,,1.536
,211130_2,LTE_F1,,211116_1,LTE_F1,2732,Y,,,8.503
,211130_3,LTE_F1,,210670_3,LTE_F1,9689,Y,,,6.159
,211130_3,LTE_F1,,218498_1,LTE_F1,9340,Y,,,3.091
,211130_3,LTE_F1,,211447_3,LTE_F1,7547,Y,,,9.056
,211130_3,LTE_F1,,211473_2,LTE_F1,951,Y,,,2.115
,211130_1,LTE_F1,,211102_3,LTE_F1,8916,Y,,,8.995
,211130_3,LTE_F1,,211124_3,LTE_F1,6583,Y,,,6.865
,211130_3,LTE_F1,,211113_3,LTE_F1,1283,Y,,,0.786
,211130_1,LTE_F1,,211091_2,LTE_F1,7282,Y,,,0.435
,211130_1,LTE_F1,,218485_2,LTE_F1,7607,Y,,,0.387
,211130_3,LTE_F1,,218499_2,LTE_F1,6422,Y,,,5.073
,211130_2,LTE_F1,,218276_2,LTE_F1,8946,Y,,,5.647
,211130_2,LTE_F1,,218267_3,LTE_F1,8464,Y,,,0.577
,211130_3,LTE_F1,,211447_2,LTE_F1,2005,Y,,,2.84
,211130_1,LTE_F1,,211447_1,LTE_F1,3888,Y,,,5.017
,211130_1,LTE_F1,,218270_3,LTE_F1,4093,Y,,,9.53
,211130_3,LTE_F1,,211446_3,LTE_F1,5551,Y,,,3.989
,211130_2,LTE_F1,,211113_3,LTE_F1,7327,Y,,,2.286
,211130_2,LTE_F1,,211115_3,LTE_F1,3294,Y,,,1.895
,211130_3,LTE_F1,,211113_2,LTE_F1,7364,Y,,,9.051
,211130_3,LTE_F1,,218486_3,LTE_F1,4688,Y,,,3.894
,211130_2,LTE_F1,,211473_2,LTE_F1,6423,Y,,,3.785
,211130_1,LTE_F1,,218484_2,LTE_F1,2586,Y,,,6.744
,211130_1,LTE_F1,,211124_3,LTE_F1,1812,Y,,,9.016
,211130_1,LTE_F1,,218486_2,LTE_F1,1945,Y,,,6.001
,211130_2,LTE_F1,,211124_3,LTE_F1,8490,Y,,,9.289
,211130_1,LTE_F1,,215603_3,LTE_F1,338,Y,,,2.467
,211130_1,LTE_F1,,211089_1,LTE_F1,66,Y,,,7.983
,211130_2,LTE_F1,,218486_2,LTE_F1,4907,Y,,,7.678
,211130_3,LTE_F1,,211094_3,LTE_F1,1535,Y,,,6.758
,211130_2,LTE_F1,,211131_1,LTE_F1,4071,Y,,,2.622
,211130_1,LTE_F1,,215825_1,LTE_F1,9746,Y,,,6.623
,211130_3,LTE_F1,,218270_3,LTE_F1,577,Y,,,7.445
,211130_1,LTE_F1,,211116_3,LTE_F1,1481,Y,,,4.218
,211130_3,LTE_F1,,215825_1,LTE_F1,7686,Y,,,8.529
,211130_2,LTE_F1,,211102_3,LTE_F1,4119,Y,,,9.395
,211130_2,LTE_F1,,211116_3,LTE_F1,431,Y,,,1.16
,211130_3,LTE_F1,,211111_3,LTE_F1,8757,Y,,,2.9
,211130_1,LTE_F1,,218486_1,LTE_F1,8589,Y,,,7.363
,211130_3,LTE_F1,,211116_3,LTE_F1,2784,Y,,,0.186
,211130_3,LTE_F1,,211102_3,LTE_F1,6715,Y,,,2.582
,211130_3,LTE_F1,,211082_3,LTE_F1,3831,Y,,,5.222
,211130_3,LTE_F1,,211446_2,LTE_F1,5632,Y,,,1.319
,211130_1,LTE_F1,,216882_2,LTE_F1,3948,Y,,,3.781
,211130_1,LTE_F1,,211473_1,LTE_F1,5724,Y,,,3.642
,211130_1,LTE_F1,,211119_3,LTE_F1,495,Y,,,1.115
,211130_2,LTE_F1,,216877_3,LTE_F1,9751,Y,,,0.359
,211130_3,LTE_F1,,218498_2,LTE_F1,4536,Y,,,6.08
,211130_3,LTE_F1,,212760_0,LTE_F1,1368,Y,,,1.192
,211130_3,LTE_F1,,219031_3,LTE_F1,1939,Y,,,7.685
,211130_1,LTE_F1,,218553_2,LTE_F1,9127,Y,,,9.112
,211130_1,LTE_F1,,211446_1,LTE_F1,3789,Y,,,0.731
,211130_1,LTE_F1,,211086_2,LTE_F1,8607,Y,,,6.097
,211130_1,LTE_F1,,211115_3,LTE_F1,9327,Y,,,8.453
,211130_3,LTE_F1,,218498_3,LTE_F1,4706,Y,,,1.425
,211130_3,LTE_F1,,211128_3,LTE_F1,2682,Y,,,7.369
,211130_1,LTE_F1,,219031_2,LTE_F1,3446,Y,,,7.64
,211130_3,LTE_F1,,211133_3,LTE_F1,6096,Y,,,5.004
,211130_3,LTE_F1,,216883_3,LTE_F1,1427,Y,,,1.216
,211130_1,LTE_F1,,218499_1,LTE_F1,9062,Y,,,6.871
,211130_3,LTE_F1,,218553_2,LTE_F1,6843,Y,,,6.099
,211130_3,LTE_F1,,211115_3,LTE_F1,2884,Y,,,4.934
,211130_3,LTE_F1,,211458_3,LTE_F1,4061,Y,,,4.215
,211130_1,LTE_F1,,218498_1,LTE_F1,1319,Y,,,1.559
,211130_1,LTE_F1,,218270_1,LTE_F1,7677,Y,,,4.722
,211130_1,LTE_F1,,211136_2,LTE_F1,8117,Y,,,4.252
,211130_1,LTE_F1,,211445_1,LTE_F1,1238,Y,,,4.642
,211130_3,LTE_F1,,211445_2,LTE_F1,2599,Y,,,0.543
,211130_3,LTE_F1,,211445_1,LTE_F1,8964,Y,,,5.619
,211130_3,LTE_F1,,218485_3,LTE_F1,217,Y,,,7.094
,211130_2,LTE_F1,,211445_2,LTE_F1,5695,Y,,,2.418
,211130_1,LTE_F1,,211487_2,LTE_F1,5658,Y,,,2.39
,211130_2,LTE_F1,,211487_2,LTE_F1,6724,Y,,,5.577
,211130_3,LTE_F1,,211487_2,LTE_F1,2222,Y,,,5.475
,211130_3,LTE_F1,,211445_3,LTE_F1,686,Y,,,1.782
,211130_3,LTE_F1,,211485_3,LTE_F1,3654,Y,,,1.194
,211130_1,LTE_F1,,210202_3,LTE_F1,2182,Y,,,2.039
,211130_3,LTE_F1,,211137_2,LTE_F1,5690,Y,,,2.929
,211130_3,LTE_F1,,210675_3,LTE_F1,7658,Y,,,9.189
,211130_1,LTE_F1,,211473_2,LTE_F1,8114,Y,,,2.413
,211130_3,LTE_F1,,211497_3,LTE_F1,3269,Y,,,9.225
,211130_3,LTE_F1,,211468_3,LTE_F1,2348,Y,,,8.884
,211130_3,LTE_F1,,291470_2,LTE_F1,619,Y,,,5.2
,211130_1,LTE_F1,,218267_2,LTE_F1,3286,Y,,,9.856
,211130_3,LTE_F1,,210681_3,LTE_F1,8344,Y,,,2.109
,211130_3,LTE_F1,,218267_3,LTE_F1,566,Y,,,5.637
,211130_3,LTE_F1,,211466_3,LTE_F1,9606,Y,,,8.767
,211130_3,LTE_F1,,211091_2,LTE_F1,3960,Y,,,2.853
,211130_1,LTE_F1,,211485_3,LTE_F1,7037,Y,,,4.394
,211130_2,LTE_F1,,211485_3,LTE_F1,5086,Y,,,7.731
,211130_2,LTE_F1,,210202_3,LTE_F1,959,Y,,,6.827
,211130_1,LTE_F1,,218499_2,LTE_F1,1924,Y,,,3.81
,211130_2,LTE_F1,,218263_1,LTE_F1,7259,Y,,,4.042
,211130_2,LTE_F1,,211445_1,LTE_F1,366,Y,,,4.994
,211130_1,LTE_F1,,211111_3,LTE_F1,9686,Y,,,4.375
,211130_2,LTE_F1,,211129_2,LTE_F1,7554,Y,,,6.651
,211130_2,LTE_F1,,216883_3,LTE_F1,7670,Y,,,4.287
,211130_2,LTE_F1,,215825_1,LTE_F1,1540,Y,,,2.707
,211130_2,LTE_F1,,211466_3,LTE_F1,9202,Y,,,0.368
,211130_1,LTE_F1,,211122_3,LTE_F1,595,Y,,,8.271
,211130_1,LTE_F1,,216883_3,LTE_F1,8185,Y,,,2.902
,211130_1,LTE_F1,,218267_3,LTE_F1,1813,Y,,,4.656
,211130_2,LTE_F1,,211131_3,LTE_F1,2560,Y,,,8.074
,211130_2,LTE_F1,,211121_3,LTE_F1,4287,Y,,,8.312
,211130_2,LTE_F1,,218267_2,LTE_F1,6652,Y,,,5.879
,211131_1,LTE_F1,,218486_1,LTE_F1,5274,Y,,,2.347
,211131_1,LTE_F1,,215603_3,LTE_F1,777,Y,,,8.343
,211131_1,LTE_F1,,211139_1,LTE_F1,3143,Y,,,2.998
,211131_2,LTE_F1,,211113_2,LTE_F1,3315,Y,,,1.479
,211131_2,LTE_F1,,211125_3,LTE_F1,3121,Y,,,9.948
,211131_3,LTE_F1,,218486_3,LTE_F1,935,Y,,,9.3
,211131_3,LTE_F1,,218270_3,LTE_F1,3575,Y,,,3.826
,211131_3,LTE_F1,,218486_2,LTE_F1,9647,Y,,,5.611
,211131_3,LTE_F1,,215825_1,LTE_F1,326,Y,,,0.096
,211131_3,LTE_F1,,218511_3,LTE_F1,3994,Y,,,9.776
,211131_1,LTE_F1,,211131_3,LTE_F1,6940,Y,,,2.863
,211131_2,LTE_F1,,218270_1,LTE_F1,9555,Y,,,0.211
,211131_3,LTE_F1,,218495_3,LTE_F1,3662,Y,,,6.689
,211131_2,LTE_F1,,211139_2,LTE_F1,4305,Y,,,9.629
,211131_3,LTE_F1,,211086_3,LTE_F1,5779,Y,,,2.038
,211131_1,LTE_F1,,218511_3,LTE_F1,843,Y,,,0.744
,211131_3,LTE_F1,,210670_2,LTE_F1,6246,Y,,,0.745
,211131_1,LTE_F1,,218486_3,LTE_F1,2490,Y,,,5.307
,211131_1,LTE_F1,,211139_2,LTE_F1,8365,Y,,,6.484
,211131_1,LTE_F1,,211124_3,LTE_F1,7464,Y,,,5.456
,211131_2,LTE_F1,,218495_3,LTE_F1,1030,Y,,,6.502
,211131_1,LTE_F1,,211113_2,LTE_F1,1686,Y,,,7.058
,211131_1,LTE_F1,,211447_1,LTE_F1,1978,Y,,,7.146
,211131_3,LTE_F1,,211129_2,LTE_F1,4630,Y,,,4.882
,211131_2,LTE_F1,,218242_1,LTE_F1,9135,Y,,,6.354
,211131_1,LTE_F1,,218270_1,LTE_F1,8689,Y,,,0.815
,211131_2,LTE_F1,,216881_3,LTE_F1,1192,Y,,,3.346
,211131_2,LTE_F1,,218507_3,LTE_F1,6033,Y,,,4.977
,211131_1,LTE_F1,,211129_1,LTE_F1,1141,Y,,,0.932
,211131_2,LTE_F1,,211129_1,LTE_F1,9377,Y,,,2.404
,211131_2,LTE_F1,,211124_3,LTE_F1,2682,Y,,,6.84
,211131_2,LTE_F1,,210007_2,LTE_F1,3454,Y,,,6.546
,211131_2,LTE_F1,,210203_2,LTE_F1,9355,Y,,,5.796
,211131_1,LTE_F1,,211115_3,LTE_F1,9278,Y,,,5.688
,211131_2,LTE_F1,,211497_3,LTE_F1,1645,Y,,,5.738
,211131_3,LTE_F1,,218507_3,LTE_F1,2745,Y,,,4.468
,211131_2,LTE_F1,,211131_3,LTE_F1,1784,Y,,,0.973
,211131_2,LTE_F1,,215825_1,LTE_F1,7957,Y,,,7.755
,211131_1,LTE_F1,,211102_3,LTE_F1,9669,Y,,,7.64
,211131_2,LTE_F1,,218496_3,LTE_F1,2735,Y,,,6.394
,211131_2,LTE_F1,,214339_3,LTE_F1,5523,Y,,,6.869
,211131_1,LTE_F1,,218486_2,LTE_F1,3517,Y,,,2.168
,211131_2,LTE_F1,,218489_3,LTE_F1,3481,Y,,,7.826
,211131_2,LTE_F1,,211102_3,LTE_F1,496,Y,,,0.287
,211131_1,LTE_F1,,211131_2,LTE_F1,8953,Y,,,8.3
,211131_2,LTE_F1,,215825_2,LTE_F1,7916,Y,,,1.891
,211131_3,LTE_F1,,211447_1,LTE_F1,7654,Y,,,6.121
,211131_2,LTE_F1,,218511_3,LTE_F1,9224,Y,,,2.329
,211131_2,LTE_F1,,211124_2,LTE_F1,1131,Y,,,9.805
,211131_2,LTE_F1,,211115_3,LTE_F1,5275,Y,,,8.656
,211131_2,LTE_F1,,218495_1,LTE_F1,858,Y,,,9.762
,211131_1,LTE_F1,,218270_3,LTE_F1,2504,Y,,,5.596
,211131_3,LTE_F1,,211115_3,LTE_F1,969,Y,,,4.885
,211131_1,LTE_F1,,211124_2,LTE_F1,1777,Y,,,6.53
,211131_2,LTE_F1,,211129_2,LTE_F1,5281,Y,,,9.575
,211131_3,LTE_F1,,211139_2,LTE_F1,3242,Y,,,8.786
,211131_3,LTE_F1,,211124_3,LTE_F1,8635,Y,,,6.288
,211131_2,LTE_F1,,214339_2,LTE_F1,7394,Y,,,4.008
,211131_2,LTE_F1,,215825_3,LTE_F1,9315,Y,,,4.543
,211131_1,LTE_F1,,215825_1,LTE_F1,7911,Y,,,4.269
,211131_3,LTE_F1,,211131_2,LTE_F1,6276,Y,,,5.633
,211131_3,LTE_F1,,211139_3,LTE_F1,3094,Y,,,4.655
,211131_3,LTE_F1,,218270_1,LTE_F1,5813,Y,,,3.225
,211131_2,LTE_F1,,218270_2,LTE_F1,7383,Y,,,8.669
,211131_3,LTE_F1,,211131_1,LTE_F1,2921,Y,,,0.381
,211131_3,LTE_F1,,211113_2,LTE_F1,3158,Y,,,0.575
,211131_2,LTE_F1,,218511_2,LTE_F1,2129,Y,,,3.043
,211131_1,LTE_F1,,211463_3,LTE_F1,123,Y,,,4.814
,211131_3,LTE_F1,,211130_1,LTE_F1,4818,Y,,,7.022
,211131_2,LTE_F1,,218242_2,LTE_F1,1566,Y,,,7.714
,211131_2,LTE_F1,,218495_2,LTE_F1,2819,Y,,,0.093
,211131_3,LTE_F1,,211102_3,LTE_F1,7412,Y,,,3.904
,211131_2,LTE_F1,,218486_1,LTE_F1,1937,Y,,,7.532
,211131_2,LTE_F1,,291140_2,LTE_F1,2979,Y,,,4.045
,211131_2,LTE_F1,,211131_1,LTE_F1,7969,Y,,,3.715
,211131_3,LTE_F1,,218486_1,LTE_F1,8478,Y,,,2.696
,211131_1,LTE_F1,,211130_2,LTE_F1,5356,Y,,,0.279
,211131_1,LTE_F1,,211133_3,LTE_F1,4925,Y,,,2.988
,211131_2,LTE_F1,,219031_3,LTE_F1,1514,Y,,,1.355
,211131_2,LTE_F1,,216881_2,LTE_F1,461,Y,,,4.789
,211131_2,LTE_F1,,218242_3,LTE_F1,8817,Y,,,0.66
,211131_2,LTE_F1,,211115_2,LTE_F1,5061,Y,,,5.928
,211131_2,LTE_F1,,211119_2,LTE_F1,5831,Y,,,4.007
,211131_2,LTE_F1,,211102_2,LTE_F1,9507,Y,,,5.601
,211131_1,LTE_F1,,219031_3,LTE_F1,8332,Y,,,3.03
,211131_1,LTE_F1,,218511_1,LTE_F1,9099,Y,,,7.433
,211131_2,LTE_F1,,211102_1,LTE_F1,9855,Y,,,2.083
,211131_2,LTE_F1,,210007_1,LTE_F1,3474,Y,,,1.192
,211131_2,LTE_F1,,211129_3,LTE_F1,9614,Y,,,3.014
,211131_2,LTE_F1,,216882_2,LTE_F1,2209,Y,,,0.036
,211131_2,LTE_F1,,211139_1,LTE_F1,5474,Y,,,7.197
,211131_1,LTE_F1,,211124_1,LTE_F1,6577,Y,,,0.577
,211131_3,LTE_F1,,215825_3,LTE_F1,9434,Y,,,7.338
,211131_2,LTE_F1,,218511_1,LTE_F1,7000,Y,,,5.493
,211131_3,LTE_F1,,211111_2,LTE_F1,7340,Y,,,5.161
,211131_2,LTE_F1,,211091_2,LTE_F1,9175,Y,,,5.066
,211131_2,LTE_F1,,218486_2,LTE_F1,3550,Y,,,0.704
,211131_2,LTE_F1,,218510_2,LTE_F1,9989,Y,,,5.643
,211131_2,LTE_F1,,215603_3,LTE_F1,4228,Y,,,4.387
