"remember, tems doesn't export lat-lon correctly when you export to .tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"remember, col names need to be correct, but order is not important",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Mobile,TIME,LONGITUDE,LATITUDE,SC_1,RSCP_1,EcIo_1,SC_2,RSCP_2,EcIo_2,SC_3,RSCP_3,EcIo_3,SC_4,RSCP_4,EcIo_4,SC_5,RSCP_5,EcIo_5,SC_6,RSCP_6,EcIo_6,SC_7,RSCP_7,EcIo_7,SC_8,RSCP_8,EcIo_8,SC_9,RSCP_9,EcIo_9,SC_10,RSCP_10,EcIo_10,SC_11,RSCP_11,EcIo_11,SC_12,RSCP_12,EcIo_12,SC_13,RSCP_13,EcIo_13,SC_14,RSCP_14,EcIo_14,SC_15,RSCP_15,EcIo_15,SC_16,RSCP_16,EcIo_16,SC_17,RSCP_17,EcIo_17,SC_18,RSCP_18,EcIo_18,SC_19,RSCP_19,EcIo_19,SC_20,RSCP_20,EcIo_20
,,5147,144.9515939,-37.82567969,88,-67.203,-2.203,96,-74.05,-9.05,382,-77.341,-12.341,318,-83.722,-18.722,150,-83.893,-18.893,374,-84.144,-19.144,280,-84.443,-19.443,502,-84.457,-19.457,434,-84.891,-19.891,186,-84.918,-19.918,48,-84.939,-19.939,506,-85.077,-20.077,36,-85.332,-20.332,132,-85.337,-20.337,210,-85.348,-20.348,362,-85.37,-20.37,250,-85.431,-20.431,40,-85.448,-20.448,260,-85.454,-20.454,2,-85.482,-20.482
,,3687,144.9109563,-37.7746047,206,-71.771,-5.771,214,-72.877,-6.877,366,-74.105,-8.105,382,-79.605,-13.605,28,-85.787,-19.787,258,-85.891,-19.891,198,-85.912,-19.912,416,-85.944,-19.944,78,-86.071,-20.071,326,-86.152,-20.152,104,-86.228,-20.228,410,-86.348,-20.348,196,-86.376,-20.376,216,-86.437,-20.437,90,-86.448,-20.448,280,-86.448,-20.448,32,-86.487,-20.487,374,-86.51,-20.51,400,-86.51,-20.51,322,-86.515,-20.515
,,3859,144.8624613,-37.75950155,206,-69.743,-1.743,214,-75.02,-7.02,304,-87.251,-19.251,4,-87.507,-19.507,266,-87.756,-19.756,124,-87.772,-19.772,352,-87.818,-19.818,78,-87.86,-19.86,28,-87.897,-19.897,92,-87.923,-19.923,94,-87.923,-19.923,386,-87.97,-19.97,36,-88.029,-20.029,332,-88.055,-20.055,84,-88.141,-20.141,268,-88.157,-20.157,396,-88.228,-20.228,388,-88.288,-20.288,60,-88.299,-20.299,244,-88.337,-20.337
,,5158,144.9512055,-37.78767689,88,-59.94,-0.94,96,-72.819,-13.819,382,-76.656,-17.656,478,-77.399,-18.399,280,-77.622,-18.622,502,-78.058,-19.058,260,-78.236,-19.236,462,-78.344,-19.344,198,-78.639,-19.639,204,-78.731,-19.731,34,-78.762,-19.762,290,-78.865,-19.865,98,-78.97,-19.97,58,-78.986,-19.986,134,-79.002,-20.002,472,-79.023,-20.023,50,-79.034,-20.034,374,-79.034,-20.034,92,-79.071,-20.071,270,-79.077,-20.077
,,2410,144.9461386,-37.82974163,382,-60.992,-2.992,366,-62.123,-4.123,88,-76.272,-18.272,20,-77.068,-19.068,362,-77.188,-19.188,24,-77.314,-19.314,130,-77.349,-19.349,126,-77.527,-19.527,266,-77.598,-19.598,486,-77.649,-19.649,488,-77.808,-19.808,300,-77.824,-19.824,250,-77.881,-19.881,28,-77.96,-19.96,160,-78.018,-20.018,510,-78.233,-20.233,284,-78.348,-20.348,440,-78.354,-20.354,188,-78.37,-20.37,438,-78.398,-20.398
,,5390,144.8565184,-37.81497022,88,-56.533,-0.533,50,-73.927,-17.927,478,-74.212,-18.212,374,-74.595,-18.595,76,-75.039,-19.039,18,-75.077,-19.077,382,-75.231,-19.231,58,-75.623,-19.623,170,-75.664,-19.664,328,-75.674,-19.674,94,-75.695,-19.695,510,-75.782,-19.782,488,-75.844,-19.844,24,-75.865,-19.865,352,-75.965,-19.965,66,-75.986,-19.986,258,-76.045,-20.045,472,-76.055,-20.055,152,-76.071,-20.071,190,-76.157,-20.157
,,763,144.8891405,-37.79061954,318,-53.771,-1.771,326,-65.274,-13.274,450,-67.283,-15.283,442,-71.159,-19.159,154,-71.558,-19.558,170,-71.649,-19.649,52,-71.72,-19.72,422,-71.731,-19.731,372,-71.751,-19.751,56,-71.876,-19.876,356,-71.992,-19.992,328,-72.077,-20.077,334,-72.082,-20.082,268,-72.093,-20.093,322,-72.141,-20.141,362,-72.19,-20.19,484,-72.448,-20.448,240,-72.589,-20.589,36,-72.612,-20.612,500,-72.634,-20.634
,,4718,144.9257892,-37.75982895,434,-71.115,-1.115,150,-81.259,-11.259,296,-88.852,-18.852,270,-88.875,-18.875,122,-88.954,-18.954,50,-89.178,-19.178,290,-89.241,-19.241,360,-89.28,-19.28,102,-89.448,-19.448,460,-89.563,-19.563,354,-89.593,-19.593,292,-89.679,-19.679,42,-89.933,-19.933,224,-90.023,-20.023,20,-90.061,-20.061,280,-90.082,-20.082,4,-90.109,-20.109,166,-90.136,-20.136,236,-90.163,-20.163,416,-90.179,-20.179
,,6015,144.9007535,-37.7706129,96,-53.66,-0.66,80,-66.182,-13.182,396,-71.041,-18.041,102,-71.987,-18.987,266,-72.497,-19.497,274,-72.522,-19.522,12,-72.558,-19.558,366,-72.634,-19.634,226,-72.705,-19.705,282,-72.839,-19.839,428,-72.844,-19.844,358,-72.918,-19.918,378,-73.045,-20.045,286,-73.114,-20.114,140,-73.184,-20.184,124,-73.195,-20.195,486,-73.304,-20.304,418,-73.31,-20.31,356,-73.387,-20.387,204,-73.415,-20.415
,,834,144.9123759,-37.80279924,332,-70.431,-4.431,400,-73.304,-7.304,388,-76.822,-10.822,256,-77.065,-11.065,316,-80.93,-14.93,334,-84.595,-18.595,90,-85.236,-19.236,392,-85.502,-19.502,32,-85.751,-19.751,394,-85.96,-19.96,464,-86.201,-20.201,434,-86.233,-20.233,456,-86.26,-20.26,74,-86.266,-20.266,22,-86.31,-20.31,146,-86.431,-20.431,170,-86.437,-20.437,390,-86.437,-20.437,262,-86.454,-20.454,164,-86.459,-20.459
,,1784,144.8313064,-37.79045945,366,-54.726,-1.726,382,-62.328,-9.328,374,-70.952,-17.952,314,-71.759,-18.759,482,-72.881,-19.881,500,-73.066,-20.066,254,-73.077,-20.077,162,-73.093,-20.093,442,-73.217,-20.217,468,-73.387,-20.387,340,-73.404,-20.404,24,-73.459,-20.459,432,-73.459,-20.459,338,-73.51,-20.51,130,-73.515,-20.515,270,-73.561,-20.561,206,-73.589,-20.589,154,-73.6,-20.6,472,-73.606,-20.606,486,-73.646,-20.646
,,2209,144.9697489,-37.82035258,442,-75.789,-4.789,374,-77.147,-6.147,382,-83.815,-12.815,434,-85.411,-14.411,366,-85.484,-14.484,126,-89.727,-18.727,128,-89.968,-18.968,206,-90.295,-19.295,52,-90.388,-19.388,452,-90.457,-19.457,294,-90.548,-19.548,408,-90.568,-19.568,338,-90.649,-19.649,412,-90.679,-19.679,14,-90.71,-19.71,32,-90.741,-19.741,430,-90.928,-19.928,108,-90.97,-19.97,384,-90.976,-19.976,66,-91.05,-20.05
,,5900,144.852,-37.80785189,80,-66.013,-3.013,88,-71.421,-8.421,96,-73.937,-10.937,192,-80.233,-17.233,72,-82.538,-19.538,128,-82.818,-19.818,428,-82.907,-19.907,56,-82.96,-19.96,218,-83.141,-20.141,402,-83.146,-20.146,346,-83.184,-20.184,380,-83.217,-20.217,296,-83.26,-20.26,124,-83.354,-20.354,298,-83.393,-20.393,42,-83.431,-20.431,316,-83.476,-20.476,220,-83.499,-20.499,210,-83.504,-20.504,248,-83.51,-20.51
,,273,144.9591091,-37.82784002,310,-69.276,-1.276,294,-79.955,-11.955,366,-87.543,-19.543,432,-87.593,-19.593,228,-87.603,-19.603,374,-87.628,-19.628,382,-87.793,-19.793,258,-87.813,-19.813,330,-87.85,-19.85,28,-87.871,-19.871,160,-87.871,-19.871,112,-87.944,-19.944,290,-87.986,-19.986,146,-88.077,-20.077,470,-88.087,-20.087,36,-88.114,-20.114,194,-88.146,-20.146,422,-88.157,-20.157,222,-88.271,-20.271,480,-88.315,-20.315
,,2176,144.8849732,-37.77896456,392,-67.707,-3.707,400,-74.014,-10.014,388,-74.492,-10.492,408,-74.656,-10.656,316,-83.03,-19.03,252,-83.793,-19.793,296,-83.813,-19.813,74,-83.829,-19.829,314,-83.976,-19.976,372,-84.12,-20.12,248,-84.136,-20.136,430,-84.141,-20.141,264,-84.163,-20.163,28,-84.19,-20.19,16,-84.222,-20.222,276,-84.26,-20.26,334,-84.277,-20.277,386,-84.299,-20.299,226,-84.321,-20.321,398,-84.348,-20.348
,,5280,144.8891069,-37.82060824,88,-57.175,-2.175,80,-68.162,-13.162,96,-73.373,-18.373,76,-74.241,-19.241,354,-74.28,-19.28,478,-74.368,-19.368,152,-74.563,-19.563,374,-74.715,-19.715,258,-74.881,-19.881,244,-74.891,-19.891,472,-74.918,-19.918,416,-75.071,-20.071,36,-75.077,-20.077,238,-75.168,-20.168,56,-75.184,-20.184,344,-75.184,-20.184,252,-75.233,-20.233,220,-75.271,-20.271,172,-75.299,-20.299,204,-75.299,-20.299
,,4461,144.912102,-37.8059968,150,-76.951,-3.951,434,-80.934,-7.934,158,-83.618,-10.618,88,-89.491,-16.491,442,-91.011,-18.011,316,-91.199,-18.199,38,-92.448,-19.448,190,-92.477,-19.477,450,-92.829,-19.829,16,-93.136,-20.136,382,-93.152,-20.152,314,-93.222,-20.222,94,-93.233,-20.233,462,-93.239,-20.239,292,-93.277,-20.277,446,-93.304,-20.304,142,-93.337,-20.337,224,-93.354,-20.354,208,-93.404,-20.404,196,-93.459,-20.459
,,1603,144.8362823,-37.81964792,400,-56.657,-2.657,388,-58.828,-4.828,392,-72.768,-18.768,116,-73.135,-19.135,52,-73.193,-19.193,444,-73.72,-19.72,56,-73.767,-19.767,148,-73.876,-19.876,138,-73.923,-19.923,508,-73.928,-19.928,36,-73.965,-19.965,12,-73.981,-19.981,354,-74.13,-20.13,510,-74.136,-20.136,4,-74.141,-20.141,430,-74.206,-20.206,272,-74.217,-20.217,192,-74.228,-20.228,310,-74.25,-20.25,98,-74.337,-20.337
,,2761,144.8354682,-37.82822085,450,-63.108,-4.108,158,-63.572,-4.572,434,-70.98,-11.98,150,-72.966,-13.966,318,-76.202,-17.202,474,-78.135,-19.135,110,-78.452,-19.452,312,-78.762,-19.762,206,-78.839,-19.839,56,-78.933,-19.933,480,-78.939,-19.939,284,-78.949,-19.949,118,-78.992,-19.992,510,-79.141,-20.141,100,-79.228,-20.228,354,-79.326,-20.326,496,-79.376,-20.376,476,-79.381,-20.381,36,-79.431,-20.431,144,-79.431,-20.431
,,1419,144.8816717,-37.76645055,332,-72.507,-4.507,316,-75.538,-7.538,400,-79.653,-11.653,256,-84.949,-16.949,392,-84.994,-16.994,44,-87.623,-19.623,334,-87.726,-19.726,206,-87.731,-19.731,90,-87.751,-19.751,504,-87.928,-19.928,372,-87.96,-19.96,388,-88.018,-20.018,192,-88.034,-20.034,272,-88.163,-20.163,318,-88.173,-20.173,78,-88.222,-20.222,8,-88.326,-20.326,260,-88.376,-20.376,502,-88.515,-20.515,50,-88.527,-20.527
,,184,144.9232352,-37.76057336,310,-71.109,-2.109,294,-77.517,-8.517,228,-79.326,-10.326,220,-87.564,-18.564,348,-88.553,-19.553,304,-88.69,-19.69,276,-88.71,-19.71,426,-88.762,-19.762,274,-88.777,-19.777,306,-88.855,-19.855,44,-88.902,-19.902,262,-88.939,-19.939,382,-88.955,-19.955,88,-88.981,-19.981,330,-88.992,-19.992,6,-89.013,-20.013,488,-89.018,-20.018,64,-89.125,-20.125,324,-89.136,-20.136,446,-89.152,-20.152
,,5007,144.9462675,-37.76699553,382,-72.086,-4.086,88,-75.393,-7.393,96,-79.062,-11.062,434,-82.306,-14.306,272,-87.256,-19.256,308,-87.443,-19.443,306,-87.965,-19.965,106,-88.002,-20.002,362,-88.039,-20.039,328,-88.05,-20.05,210,-88.141,-20.141,244,-88.201,-20.201,438,-88.228,-20.228,74,-88.239,-20.239,198,-88.354,-20.354,256,-88.431,-20.431,374,-88.431,-20.431,376,-88.443,-20.443,448,-88.454,-20.454,90,-88.465,-20.465
,,3307,144.8386442,-37.83132838,366,-68.307,-2.307,206,-73.091,-7.091,214,-81.231,-15.231,382,-81.949,-15.949,192,-84.092,-18.092,254,-84.448,-18.448,94,-85.522,-19.522,432,-85.793,-19.793,232,-85.97,-19.97,256,-85.981,-19.981,440,-85.997,-19.997,226,-86.039,-20.039,194,-86.098,-20.098,162,-86.125,-20.125,374,-86.13,-20.13,416,-86.233,-20.233,384,-86.244,-20.244,360,-86.365,-20.365,4,-86.521,-20.521,298,-86.549,-20.549
,,5786,144.9381095,-37.78697491,88,-59.5,-1.5,80,-67.668,-9.668,96,-73.274,-15.274,120,-77.309,-19.309,134,-77.319,-19.319,412,-77.319,-19.319,76,-77.448,-19.448,150,-77.497,-19.497,502,-77.695,-19.695,316,-77.705,-19.705,344,-77.741,-19.741,48,-77.824,-19.824,18,-77.933,-19.933,68,-77.976,-19.976,22,-77.986,-19.986,2,-78.055,-20.055,456,-78.103,-20.103,382,-78.168,-20.168,126,-78.211,-20.211,278,-78.255,-20.255
,,1557,144.8814391,-37.82220315,366,-68.626,-1.626,382,-80.777,-13.777,294,-85.824,-18.824,484,-86.197,-19.197,110,-86.467,-19.467,250,-86.741,-19.741,96,-86.923,-19.923,32,-87.034,-20.034,254,-87.039,-20.039,482,-87.141,-20.141,168,-87.168,-20.168,40,-87.173,-20.173,50,-87.179,-20.179,486,-87.195,-20.195,314,-87.217,-20.217,422,-87.244,-20.244,18,-87.387,-20.387,440,-87.459,-20.459,426,-87.487,-20.487,36,-87.493,-20.493
,,5456,144.8865695,-37.82659907,88,-61.389,-1.389,96,-76.655,-16.655,78,-76.912,-16.912,50,-79.14,-19.14,402,-79.522,-19.522,502,-79.659,-19.659,130,-79.664,-19.664,26,-79.762,-19.762,264,-79.772,-19.772,332,-79.871,-19.871,188,-79.886,-19.886,54,-79.933,-19.933,76,-79.992,-19.992,204,-79.997,-19.997,152,-80.023,-20.023,260,-80.136,-20.136,346,-80.146,-20.146,48,-80.173,-20.173,120,-80.173,-20.173,22,-80.211,-20.211
,,1747,144.9398489,-37.81222087,316,-71.733,-1.733,332,-80.056,-10.056,324,-84.259,-14.259,148,-88.95,-18.95,486,-89.111,-19.111,334,-89.26,-19.261,494,-89.477,-19.477,42,-89.517,-19.517,374,-89.533,-19.532,4,-89.553,-19.553,372,-89.918,-19.918,106,-89.97,-19.97,412,-89.997,-19.997,340,-90.002,-20.002,144,-90.077,-20.077,362,-90.082,-20.082,472,-90.141,-20.141,22,-90.163,-20.163,510,-90.19,-20.19,458,-90.239,-20.239
,,832,144.8563392,-37.79569188,318,-64.002,-1.002,450,-79.171,-16.171,326,-81.32,-18.32,442,-82.044,-19.044,268,-82.644,-19.644,372,-82.855,-19.855,200,-82.933,-19.933,146,-82.949,-19.949,154,-82.955,-19.955,500,-83.018,-20.018,114,-83.071,-20.071,464,-83.141,-20.141,290,-83.315,-20.315,260,-83.387,-20.387,158,-83.443,-20.443,38,-83.471,-20.471,320,-83.504,-20.504,252,-83.572,-20.572,194,-83.629,-20.629,276,-83.692,-20.692
,,2777,144.8876096,-37.7985257,366,-62.218,-3.218,382,-65.973,-6.973,206,-70.195,-11.195,374,-77.573,-18.573,54,-78.212,-19.212,470,-78.71,-19.71,336,-78.818,-19.818,74,-78.944,-19.944,328,-79.157,-20.157,224,-79.168,-20.168,316,-79.282,-20.282,426,-79.337,-20.337,306,-79.398,-20.398,330,-79.409,-20.409,146,-79.443,-20.443,184,-79.471,-20.471,96,-79.476,-20.476,436,-79.482,-20.482,4,-79.549,-20.549,510,-79.6,-20.6
,,4363,144.8601919,-37.80019669,382,-61.148,-1.148,434,-72.817,-12.817,366,-77.393,-17.393,240,-78.718,-18.718,88,-78.922,-18.922,270,-79.482,-19.482,466,-79.628,-19.628,362,-79.824,-19.824,120,-79.955,-19.955,96,-80.018,-20.018,508,-80.109,-20.109,184,-80.163,-20.163,130,-80.19,-20.19,192,-80.211,-20.211,474,-80.217,-20.217,256,-80.277,-20.277,488,-80.459,-20.459,146,-80.476,-20.476,464,-80.549,-20.549,254,-80.583,-20.583
,,4667,144.9394022,-37.78638406,166,-62.167,-2.167,150,-68.347,-8.347,158,-75.436,-15.436,284,-79.106,-19.106,360,-79.388,-19.388,128,-79.568,-19.568,334,-79.654,-19.654,298,-79.97,-19.97,96,-80.013,-20.013,432,-80.066,-20.066,372,-80.087,-20.087,256,-80.109,-20.109,16,-80.152,-20.152,174,-80.359,-20.359,302,-80.404,-20.404,238,-80.415,-20.415,110,-80.471,-20.471,470,-80.493,-20.493,312,-80.532,-20.532,476,-80.544,-20.544
,,171,144.8963354,-37.76292582,310,-70.133,-2.133,294,-76.415,-8.415,228,-78.323,-10.323,220,-84.779,-16.779,426,-87.398,-19.398,134,-87.457,-19.457,48,-87.558,-19.558,348,-87.608,-19.608,262,-87.664,-19.664,244,-87.777,-19.777,236,-87.855,-19.855,480,-87.897,-19.897,196,-87.981,-19.981,436,-88.045,-20.045,100,-88.071,-20.071,226,-88.071,-20.071,354,-88.206,-20.206,274,-88.271,-20.271,360,-88.288,-20.288,422,-88.293,-20.293
,,1987,144.8689731,-37.78035829,408,-66.091,-3.091,400,-72.676,-9.676,388,-76.323,-13.323,392,-78.231,-15.231,334,-81.13,-18.13,340,-81.718,-18.718,56,-82.202,-19.202,358,-82.202,-19.202,154,-82.222,-19.222,498,-82.644,-19.644,138,-82.695,-19.695,106,-82.726,-19.726,478,-82.834,-19.834,224,-82.939,-19.939,476,-82.96,-19.96,336,-83.055,-20.055,458,-83.217,-20.217,204,-83.244,-20.244,488,-83.337,-20.337,256,-83.415,-20.415
,,1487,144.9256155,-37.80887062,206,-68.649,-0.649,366,-83.477,-15.477,294,-84.856,-16.856,268,-87.497,-19.497,138,-87.558,-19.558,280,-87.659,-19.659,472,-87.715,-19.715,56,-87.787,-19.787,374,-87.933,-19.933,466,-87.949,-19.949,370,-87.97,-19.97,266,-88.045,-20.045,316,-88.05,-20.05,306,-88.109,-20.109,78,-88.157,-20.157,506,-88.168,-20.168,36,-88.201,-20.201,288,-88.25,-20.25,166,-88.277,-20.277,304,-88.31,-20.31
,,194,144.9606605,-37.80305042,310,-55.543,-0.543,290,-73.173,-18.173,294,-73.677,-18.677,362,-74.039,-19.039,354,-74.388,-19.388,320,-74.487,-19.487,262,-74.548,-19.548,50,-74.736,-19.736,8,-74.741,-19.741,372,-74.803,-19.803,446,-75.007,-20.007,30,-75.125,-20.125,62,-75.152,-20.152,52,-75.206,-20.206,442,-75.25,-20.25,140,-75.255,-20.255,356,-75.255,-20.255,326,-75.26,-20.26,232,-75.332,-20.332,102,-75.365,-20.365
,,92,144.9107949,-37.81552792,220,-81.934,-5.934,228,-84.166,-8.166,374,-86.882,-10.882,318,-87.364,-11.364,310,-92.25,-16.25,236,-95.025,-19.025,382,-95.393,-19.393,338,-95.634,-19.634,442,-95.902,-19.902,280,-95.923,-19.923,174,-96.093,-20.093,196,-96.109,-20.109,64,-96.157,-20.157,428,-96.168,-20.168,152,-96.228,-20.228,102,-96.266,-20.266,212,-96.299,-20.299,480,-96.299,-20.299,24,-96.31,-20.31,422,-96.31,-20.31
,,2460,144.9240272,-37.76120477,366,-65.174,-5.174,382,-66.628,-6.628,374,-70.333,-10.333,206,-78.186,-18.186,144,-78.55,-18.55,412,-79.144,-19.144,338,-79.188,-19.188,228,-79.246,-19.246,214,-79.398,-19.398,470,-79.438,-19.438,286,-79.563,-19.563,94,-79.613,-19.613,340,-79.705,-19.705,162,-79.715,-19.715,390,-79.726,-19.726,184,-79.834,-19.834,80,-79.986,-19.986,346,-79.986,-19.986,224,-80.013,-20.013,436,-80.023,-20.023
,,4548,144.9005075,-37.77242921,392,-83.651,-4.651,166,-86.048,-7.048,96,-91.501,-12.501,158,-94.684,-15.684,88,-96.684,-17.684,276,-98.383,-19.383,144,-98.492,-19.492,388,-98.628,-19.628,150,-98.767,-19.767,168,-98.881,-19.881,74,-99.087,-20.087,426,-99.093,-20.093,366,-99.13,-20.13,362,-99.163,-20.163,20,-99.173,-20.173,108,-99.222,-20.222,436,-99.354,-20.354,456,-99.37,-20.37,446,-99.454,-20.454,454,-99.476,-20.476
,,151,144.9006958,-37.80601164,310,-74.108,-3.108,294,-77.004,-6.004,228,-81.962,-10.962,220,-86.058,-15.058,262,-90.173,-19.173,274,-90.217,-19.217,282,-90.423,-19.423,298,-90.583,-19.583,134,-90.608,-19.608,482,-90.623,-19.623,418,-90.71,-19.71,412,-90.818,-19.818,426,-90.876,-19.876,390,-91.077,-20.077,432,-91.12,-20.12,60,-91.184,-20.184,290,-91.195,-20.195,330,-91.195,-20.195,342,-91.222,-20.222,162,-91.233,-20.233
,,5698,144.831927,-37.8121587,88,-71.056,-4.056,96,-72.915,-5.915,382,-83.691,-16.691,40,-83.849,-16.849,268,-85.987,-18.987,360,-86.558,-19.558,80,-86.787,-19.787,258,-86.855,-19.855,66,-86.865,-19.865,8,-87.002,-20.002,400,-87.146,-20.146,30,-87.201,-20.201,192,-87.304,-20.304,384,-87.321,-20.321,280,-87.343,-20.343,212,-87.37,-20.37,344,-87.376,-20.376,198,-87.393,-20.393,390,-87.398,-20.398,190,-87.404,-20.404
,,192,144.8787401,-37.80804668,374,-73.878,-2.878,220,-83.133,-12.133,310,-84.845,-13.845,366,-87.147,-16.147,88,-90.29,-19.29,382,-90.344,-19.344,52,-90.634,-19.634,54,-90.644,-19.644,480,-90.664,-19.664,166,-90.674,-19.674,64,-90.96,-19.96,450,-90.97,-19.97,262,-91.013,-20.013,294,-91.029,-20.029,510,-91.05,-20.05,38,-91.061,-20.061,446,-91.087,-20.087,188,-91.098,-20.098,454,-91.098,-20.098,162,-91.157,-20.157
,,2189,144.8782838,-37.8222443,316,-62.946,-4.946,332,-64.002,-6.002,324,-69.236,-11.236,392,-77.533,-19.532,510,-77.72,-19.72,502,-77.818,-19.818,58,-77.981,-19.981,398,-78.082,-20.082,260,-78.087,-20.087,18,-78.114,-20.114,368,-78.141,-20.141,350,-78.163,-20.163,2,-78.201,-20.201,70,-78.206,-20.206,206,-78.211,-20.211,146,-78.239,-20.239,216,-78.299,-20.299,166,-78.326,-20.326,404,-78.354,-20.354,62,-78.387,-20.387
,,330,144.827054,-37.7699504,326,-66.471,-2.471,318,-71.021,-7.021,156,-83.644,-19.644,324,-83.664,-19.664,306,-83.793,-19.793,334,-83.829,-19.829,378,-83.834,-19.834,114,-83.902,-19.902,360,-83.918,-19.918,456,-84.05,-20.05,300,-84.098,-20.098,508,-84.12,-20.12,100,-84.173,-20.173,64,-84.244,-20.244,448,-84.266,-20.266,232,-84.299,-20.299,44,-84.337,-20.337,250,-84.365,-20.365,462,-84.365,-20.365,384,-84.376,-20.376
,,676,144.9698385,-37.76675899,318,-61.153,-3.153,374,-65.04,-7.04,450,-70.78,-12.78,326,-76.13,-18.13,324,-76.997,-18.997,448,-77.928,-19.928,206,-77.981,-19.981,328,-77.986,-19.986,126,-78.114,-20.114,486,-78.222,-20.222,424,-78.304,-20.304,116,-78.326,-20.326,44,-78.354,-20.354,158,-78.381,-20.381,34,-78.448,-20.448,294,-78.482,-20.482,12,-78.499,-20.499,338,-78.521,-20.521,290,-78.527,-20.527,312,-78.527,-20.527
,,2625,144.9081182,-37.82087009,366,-60.783,-3.783,382,-62.346,-5.346,374,-69.88,-12.88,206,-74.287,-17.287,330,-76.452,-19.452,240,-76.457,-19.457,268,-76.787,-19.787,216,-76.855,-19.855,54,-76.928,-19.928,452,-76.997,-19.997,340,-77.002,-20.002,470,-77.326,-20.326,224,-77.332,-20.332,336,-77.337,-20.337,244,-77.37,-20.37,306,-77.398,-20.398,98,-77.415,-20.415,228,-77.437,-20.437,404,-77.437,-20.437,108,-77.482,-20.482
,,439,144.8858497,-37.7884028,332,-66.604,-6.604,318,-67.027,-7.027,334,-71.95,-11.95,326,-72.857,-12.857,362,-74.226,-14.226,256,-74.813,-14.813,364,-76.775,-16.775,400,-77.644,-17.644,378,-77.919,-17.919,248,-78.338,-18.338,324,-79.049,-19.049,94,-79.533,-19.532,298,-79.634,-19.634,480,-79.7,-19.7,74,-79.808,-19.808,52,-80.05,-20.05,414,-80.061,-20.061,160,-80.157,-20.157,168,-80.168,-20.168,64,-80.195,-20.195
,,5542,144.8912708,-37.82824855,88,-69.486,-5.486,96,-70.316,-6.316,80,-71.867,-7.867,306,-83.226,-19.226,192,-83.527,-19.527,124,-83.808,-19.808,78,-83.871,-19.871,346,-83.891,-19.891,390,-83.907,-19.907,108,-83.923,-19.923,508,-83.96,-19.96,406,-84.018,-20.018,94,-84.045,-20.045,98,-84.125,-20.125,374,-84.136,-20.136,58,-84.141,-20.141,70,-84.184,-20.184,432,-84.184,-20.184,232,-84.266,-20.266,48,-84.288,-20.288
,,3861,144.8607176,-37.79818309,450,-68.04,-3.04,158,-75.854,-10.854,150,-76.319,-11.319,434,-76.481,-11.481,120,-84.403,-19.403,386,-84.598,-19.598,48,-84.939,-19.939,228,-84.944,-19.944,226,-85.141,-20.141,506,-85.163,-20.163,432,-85.201,-20.201,448,-85.222,-20.222,66,-85.228,-20.228,438,-85.244,-20.244,222,-85.277,-20.277,492,-85.288,-20.288,446,-85.332,-20.332,476,-85.337,-20.337,454,-85.348,-20.348,392,-85.404,-20.404
,,4878,144.8762435,-37.76416107,150,-68.601,-1.601,166,-78.509,-11.509,96,-82.84,-15.84,88,-83.979,-16.979,360,-86.125,-19.125,454,-86.241,-19.241,254,-86.452,-19.452,420,-86.492,-19.492,140,-86.613,-19.613,418,-86.618,-19.618,442,-86.649,-19.649,464,-86.71,-19.71,204,-86.762,-19.762,228,-86.871,-19.871,350,-86.918,-19.918,98,-87.039,-20.039,186,-87.066,-20.066,422,-87.109,-20.109,452,-87.109,-20.109,72,-87.13,-20.13
,,5571,144.9756457,-37.78176577,96,-69.009,-4.009,88,-72.004,-7.004,382,-81.12,-16.12,340,-82.619,-17.619,268,-83.134,-18.134,472,-84.649,-19.649,152,-84.839,-19.839,346,-84.949,-19.949,428,-84.955,-19.955,400,-85.071,-20.071,8,-85.082,-20.082,252,-85.082,-20.082,190,-85.087,-20.087,172,-85.266,-20.266,418,-85.282,-20.282,442,-85.304,-20.304,48,-85.31,-20.31,144,-85.359,-20.359,220,-85.381,-20.381,370,-85.415,-20.415
,,4211,144.9114575,-37.83348737,150,-54.317,-1.317,166,-62.491,-9.491,158,-65.332,-12.332,184,-72.082,-19.082,132,-72.116,-19.116,250,-72.354,-19.354,286,-72.408,-19.408,332,-72.428,-19.428,252,-72.533,-19.532,418,-72.578,-19.578,474,-72.881,-19.881,48,-72.891,-19.891,344,-72.918,-19.918,146,-73.184,-20.184,268,-73.255,-20.255,186,-73.266,-20.266,374,-73.487,-20.487,452,-73.493,-20.493,326,-73.538,-20.538,462,-73.566,-20.566
